id;name;meaning;gender;origin;PeoplesCount;WhenPeoplesCount;Source
28540;Acheflour;white flower;Female;Arthurian;5;04.07.2016 14:04:08;myData.biz
28541;Acheflow;White flower;Female;Arthurian Legend;3;04.07.2016 14:04:15;myData.biz
28542;Achelous;myth name (a river god);Male;Greek;104;04.07.2016 14:04:25;myData.biz
28543;Acheron;myth name (river of woe);Male;Greek;618;04.07.2016 14:04:33;myData.biz
28544;Achilles;lipless;Male;Greek;8000;04.07.2016 14:04:39;myData.biz
28545;Achir;new;Male;Indian;575;04.07.2016 14:04:47;myData.biz
28546;Acim;"&quot;The Lord will judge.&quot;";Male;Hebrew;3000;04.07.2016 14:04:55;myData.biz
28547;Acima;"Feminine form of Acim, &quot;the Lord will judge.&quot;Variants include Acimah, Achima, and Achimah.&quot;";Female;Hebrew;2000;04.07.2016 14:05:04;myData.biz
28548;Acis;myth name (lover of Galatea);Male;Greek;4000;04.07.2016 14:05:11;myData.biz
28549;Acker;from the oak tree;Male;English;11000;04.07.2016 14:05:19;myData.biz
28550;Ackerley;Dweller at the acre meadow;Male;English;1000;04.07.2016 14:05:27;myData.biz
28551;Ackerley;from the oak-tree meadow;Male;English;1000;04.07.2016 14:05:35;myData.biz
28552;Ackerman;man of oak;Male;English;24000;04.07.2016 14:05:43;myData.biz
28553;Ackley;Dwells at the oak tree meadow;Male;English;4000;04.07.2016 14:05:51;myData.biz
28554;Acolmixtli;meaning unknown;Male;Nahuatl;1;04.07.2016 14:05:59;myData.biz
28555;Aconteus;myth name;Male;Greek;0;04.07.2016 14:06:07;myData.biz
28556;Acrisius;myth name (grandfather of Perseus);Male;Greek;12;04.07.2016 14:06:15;myData.biz
28557;Actassi;share the sea;Male;Chamoru;1;04.07.2016 14:06:23;myData.biz
28558;Acteon;myth name (a hunter torn apart by his own dogs);Male;Greek;703;04.07.2016 14:06:32;myData.biz
28559;Acwel;Kills;Male;Anglo-Saxon;9;04.07.2016 14:06:39;myData.biz
28560;Acwellen;kills;Male;Anglo;6;04.07.2016 14:06:47;myData.biz
28561;Acwellen;Kills;Male;Anglo-Saxon;6;04.07.2016 14:06:55;myData.biz
28562;Ada;"&quot;Noble.&quot;Some variants include Ad, Adda, Addie, and Adie.";Female;German;247000;04.07.2016 14:07:03;myData.biz
28563;Ada;happy ADABEL, ADBELLE;Female;Teutonic;247000;04.07.2016 14:07:11;myData.biz
28564;Ada;Ibo of Nigeria name for firstborn females.;Female;African;247000;04.07.2016 14:07:20;myData.biz
28565;Ada;Joyful;Female;German;247000;04.07.2016 14:07:27;myData.biz
28566;Ada;Ornament.;Female;Hebrew;247000;04.07.2016 14:07:35;myData.biz
28567;Ada;Wealthy;Female;English;247000;04.07.2016 14:07:43;myData.biz
28568;A'dab;"hope; need";Female;Arabic;63;04.07.2016 14:07:53;myData.biz
28569;Adah;"&quot;Ornamented; decorated.&quot;";Female;Hebrew;6000;04.07.2016 14:07:59;myData.biz
28570;Adah;Beautiful. Ornament.;Female;Hebrew;6000;04.07.2016 14:08:08;myData.biz
28571;Adahy;"Cherokee name meaning &quot; lives in the woods.&quot;";Male;Native;63;04.07.2016 14:08:15;myData.biz
28572;Adahy;Lives in the woods (Cherokee);Male;Native American;63;04.07.2016 14:08:23;myData.biz
28573;Adair;From the ford by the oak trees;Male;Celtic;20000;04.07.2016 14:08:31;myData.biz
28574;Adair;From the oak tree ford;Male;Scottish;20000;04.07.2016 14:08:39;myData.biz
28575;Adair;From the oak tree ford.;Female;Scottish;20000;04.07.2016 14:08:47;myData.biz
28576;Adair;from the oak-tree ford;Male;Gaelic;20000;04.07.2016 14:08:56;myData.biz
28577;Adaira;From the oak tree ford;Female;Scottish;137;04.07.2016 14:09:04;myData.biz
28578;Adairia;From the oak tree ford;Female;Scottish;10;04.07.2016 14:09:11;myData.biz
28579;Adal;Noble;Male;German;9000;04.07.2016 14:09:19;myData.biz
28580;Adal;Sweet or noble;Female;German;9000;04.07.2016 14:09:27;myData.biz
28581;Adalard;Brave;Male;German;69;04.07.2016 14:09:35;myData.biz
28582;Adalbeorht;Noble;Female;English;9;04.07.2016 14:09:44;myData.biz
28583;Adalbert;Intelligent or noble;Male;German;2000;04.07.2016 14:09:51;myData.biz
28584;Adalbrechta;Noble;Female;English;13;04.07.2016 14:09:59;myData.biz
28585;Adalene;Variant of Adela.;Female;French;194;04.07.2016 14:10:09;myData.biz
28586;Adalgar;Noble spearman;Male;German;26;04.07.2016 14:10:17;myData.biz
28587;Adalgisa;"Italian name of Germanic origin, meaning &quot;noble pledge&quot; or &quot;noble hostage.&quot;";Female;Italian;2000;04.07.2016 14:10:23;myData.biz
28588;Adalhard;Brave;Male;German;13;04.07.2016 14:10:31;myData.biz
28589;Adalheida;Sweet or noble;Female;German;44;04.07.2016 14:10:42;myData.biz
28590;Adali;Noble;Female;German;27000;04.07.2016 14:10:48;myData.biz
28591;Adalia;"&quot;God is my refuge.&quot;Also an Old German name meaning &quot;noble one.&quot;Some variants include Adal, Adalee, Adalie, Adalley, and Addala.";Female;Hebrew;2000;04.07.2016 14:10:55;myData.biz
28592;Adalia;"&quot;Noble one.&quot;Also a Hebrew name meaning &quot;God is my refuge.&quot;Some variants include Adal, Adalee, Adalie, Adalley, and Addala.";Female;German;2000;04.07.2016 14:11:03;myData.biz
28593;Adalia;Noble;Female;German;2000;04.07.2016 14:11:11;myData.biz
28594;Adalia;Of the nobility. Noble.;Female;Spanish;2000;04.07.2016 14:11:19;myData.biz
28595;Adalicia;Of the nobility. Noble.;Female;French;76;04.07.2016 14:11:28;myData.biz
28596;Adalicia;Of the nobility. Noble.;Female;German;76;04.07.2016 14:11:36;myData.biz
28597;Adalie;Noble;Female;German;234;04.07.2016 14:11:43;myData.biz
28598;Adalie;Of the nobility. Noble.;Female;French;234;04.07.2016 14:11:51;myData.biz
28599;Adaliz;Of the nobility. Noble.;Female;French;495;04.07.2016 14:11:59;myData.biz
28600;Adaliz;Of the nobility. Noble.;Female;German;495;04.07.2016 14:12:07;myData.biz
28601;Adalric;Noble friend;Male;German;79;04.07.2016 14:12:16;myData.biz
28602;Adalrik;Noble friend;Male;German;16;04.07.2016 14:12:23;myData.biz
28603;Adalson;Son of All;Male;English;60;04.07.2016 14:12:33;myData.biz
28604;Adalwen;Noble friend;Male;German;24;04.07.2016 14:12:40;myData.biz
28605;Adalwin;Noble friend;Male;German;32;04.07.2016 14:12:48;myData.biz
28606;Adalwine;noble friend;Male;German;14;04.07.2016 14:12:55;myData.biz
28607;Adalwolf;Noble wolf;Male;German;55;04.07.2016 14:13:04;myData.biz
28608;Adalwolfa;Noble she wolf;Female;German;35;04.07.2016 14:13:12;myData.biz
28609;Adalyn;Variant of Adela.;Female;French;597;04.07.2016 14:13:20;myData.biz
28610;Adam;"&quot;Of the red earth.&quot;";Male;Hebrew;1000000;04.07.2016 14:13:29;myData.biz
28611;Adam;From the red earth. In the biblical Genesis account man was created from the red earth of Eden.;Male;Hebrew;1000000;04.07.2016 14:13:35;myData.biz
28612;Adam;Of the red earth;Male;English;1000000;04.07.2016 14:13:43;myData.biz
28613;Adama;"Ibo of Nigeria female name meaning &quot;beautiful child&quot; or &quot;queenly.&quot;";Female;African;30000;04.07.2016 14:13:51;myData.biz
28614;Adamina;"Feminine form of Adam, &quot;of the red earth.&quot;Some variants are Adamine, Adaminna, Addie, Mina, and Minna.";Female;Hebrew;623;04.07.2016 14:14:00;myData.biz
28615;Adamnan;Little Adam;Male;Irish;45;04.07.2016 14:14:07;myData.biz
28616;Adamnan;name of an abbot;Male;Anglo;45;04.07.2016 14:14:15;myData.biz
28617;Adamnan;Name of an abbot;Male;Anglo-Saxon;45;04.07.2016 14:14:23;myData.biz
28618;Adamson;Son of Adam;Male;English;35000;04.07.2016 14:14:31;myData.biz
28619;Adamson;Son of Adam;Male;Hebrew;35000;04.07.2016 14:14:39;myData.biz
28620;Adan;Little fire;Female;Irish;42000;04.07.2016 14:14:47;myData.biz
28621;Adan;Variation of Adam From the red earth.;Male;Spanish;42000;04.07.2016 14:14:55;myData.biz
28622;Adan;"Yoruba of Nigeria name meaning &quot;a large bat.&quot;Also, the Spanish equivalent of Adam.";Male;African;42000;04.07.2016 14:15:03;myData.biz
28623;Adana;Spanish feminine of Adam.;Female;Spanish;306000;04.07.2016 14:15:12;myData.biz
28624;Adanech;"Amharic and Tigrinya of Ethiopia female name meaning &quot;she has rescued them.&quot;";Female;African;87;04.07.2016 14:15:20;myData.biz
28625;Adanna;"Ibo of Nigeria female name meaning &quot;father's daughter.&quot;";Female;African;2000;04.07.2016 14:15:27;myData.biz
28626;Adar;Fire;Female;Hebrew;20000;04.07.2016 14:15:35;myData.biz
28627;Adar;Noble;Male;Hebrew;20000;04.07.2016 14:15:43;myData.biz
28628;Adara;"&quot;Beauty.&quot;Also an Arabic name meaning &quot;virgin,&quot; and a Hebrew name meaning &quot;fire.&quot; Variants, Adar and Adra, exist.";Female;Greek;4000;04.07.2016 14:15:51;myData.biz
28629;Adara;"&quot;Fire.&quot;Also an Greek name meaning &quot;beauty,&quot; and a Arabic name meaning &quot;virgin.&quot; Variants, Adar and Adra, exist.";Female;Hebrew;4000;04.07.2016 14:15:59;myData.biz
28630;Adara;"&quot;Virgin.&quot;Also an Greek name meaning &quot;beauty,&quot; and a Hebrew name meaning &quot;fire.&quot; Variants, Adar and Adra, exist.";Female;Arabic;4000;04.07.2016 14:16:07;myData.biz
28631;Adara;Fire;Female;Hebrew;4000;04.07.2016 14:16:15;myData.biz
28632;Adara;From the ford at the oak tree;Female;Irish;4000;04.07.2016 14:16:23;myData.biz
28633;Adara;Virgin;Female;Arabic;4000;04.07.2016 14:16:31;myData.biz
28634;Adare;From the ford of the oak tree;Male;Irish;2000;04.07.2016 14:16:40;myData.biz
28635;Adda;Wealthy;Female;English;14000;04.07.2016 14:16:47;myData.biz
28636;Addam;Variation of Adam . From the red earth.;Male;Hebrew;2000;04.07.2016 14:16:55;myData.biz
28637;Addaneye;Lives on the noble's island;Male;English;2;04.07.2016 14:17:03;myData.biz
28638;Addergoole;From between two fords;Male;Irish;9;04.07.2016 14:17:11;myData.biz
28639;Addie;Variant of Adela.;Female;French;16000;04.07.2016 14:17:19;myData.biz
28640;Addilynn;;Female;Unknown;15;04.07.2016 14:17:28;myData.biz
28641;Addis;Son of Adam;Male;English;39000;04.07.2016 14:17:36;myData.biz
28642;Addisen;child of Adam;Male;Unknown;72;04.07.2016 14:17:44;myData.biz
28643;Addisen;Strong woman. Variant of Addison.;Female;Unknown;72;04.07.2016 14:17:52;myData.biz
28644;Addison;Son of Adam.;Male;English;50000;04.07.2016 14:18:00;myData.biz
28645;Addney;Lives on the noble's island;Male;English;68;04.07.2016 14:18:08;myData.biz
28646;Addo;"Ghana name meaning &quot;king of the road.&quot;";Male;African;9000;04.07.2016 14:18:15;myData.biz
28647;Addula;"&quot;Noble cheer.&quot; ADELA, ADEL, ADELINE, ADELINA, ADALINE, ADALINA, ADELICIA, ADALIA, ADALIE, ADAL";Female;Teutonic;87;04.07.2016 14:18:23;myData.biz
28648;Addy;Ardent;Male;English;20000;04.07.2016 14:18:31;myData.biz
28649;Addyson;Awesome;Female;English;647;04.07.2016 14:18:39;myData.biz
28650;Ade;"&quot;Royal one.&quot;";Male;African;144000;04.07.2016 14:18:48;myData.biz
28651;Ade;a mistress of Lancelot;Female;Arthurian;144000;04.07.2016 14:18:55;myData.biz
28652;Ade;A mistress of Lancelot;Female;Arthurian Legend;144000;04.07.2016 14:19:03;myData.biz
28653;Adeben;born twelfth;Male;Egyptian;62;04.07.2016 14:19:11;myData.biz
28654;Adeela;"similar; equal";Female;Arabic;1000;04.07.2016 14:19:19;myData.biz
28655;Adeen;Little fire;Female;Irish;616;04.07.2016 14:19:27;myData.biz
28656;Adel;just;Male;Arabic;149000;04.07.2016 14:19:35;myData.biz
28657;Adel;Noble;Male;German;149000;04.07.2016 14:19:43;myData.biz
28658;Adela;Good humor;Female;French;42000;04.07.2016 14:19:51;myData.biz
28659;Adela;Pleasant: Of the nobility. Noble.;Female;German;42000;04.07.2016 14:19:59;myData.biz
28660;Adelaide;"&quot;Noble.&quot;Some variants are Ada, Adela, Adele, and Adeline.";Female;German;217000;04.07.2016 14:20:08;myData.biz
28661;Adelaide;Of the nobility. Noble.;Female;French;217000;04.07.2016 14:20:15;myData.biz
28662;Adelaide;Sweet or noble;Female;German;217000;04.07.2016 14:20:23;myData.biz
28663;Adelajda;Polish form of Adelaide (noble) ALBINKA;Female;Polish;212;04.07.2016 14:20:32;myData.biz
28664;Adelbert;bright, noble;Male;Hungarian;2000;04.07.2016 14:20:40;myData.biz
28665;Adelbert;Intelligent or noble;Male;German;2000;04.07.2016 14:20:47;myData.biz
28666;Adele;"&quot;Nobility.&quot;Also French name meaning &quot;pleasant; good humor.&quot;Variants include Adele (with accent), Adelia, Adella and Adelle.";Female;German;55000;04.07.2016 14:20:55;myData.biz
28667;Adele;"&quot;Pleasant; good humor.&quot; Also Old German name meaning &quot;nobility.&quot;Variants include Adele (with accent), Adelia, Adella and Adelle.";Female;French;55000;04.07.2016 14:21:03;myData.biz
28668;Adele;Good humor: Of the nobility. Noble.;Female;French;55000;04.07.2016 14:21:11;myData.biz
28669;Adele;Pleasant;Female;German;55000;04.07.2016 14:21:19;myData.biz
28670;Adelhard;Resolute;Male;German;137;04.07.2016 14:21:28;myData.biz
28671;Adelheid;Sweet or noble;Female;German;2000;04.07.2016 14:21:35;myData.biz
28672;Adelheide;Sweet or noble;Female;German;43;04.07.2016 14:21:44;myData.biz
28673;Adelia;Of the nobility. Noble.;Female;French;25000;04.07.2016 14:21:51;myData.biz
28674;Adelina;Noble or kind or winged;Female;Spanish;47000;04.07.2016 14:21:59;myData.biz
28675;Adelina;noble, kind;Female;Spanish;47000;04.07.2016 14:22:07;myData.biz
28676;Adelina;Of the nobility. Noble. Variant of Adela.;Female;French;47000;04.07.2016 14:22:15;myData.biz
28677;Adelina;Sweet or noble;Female;German;47000;04.07.2016 14:22:23;myData.biz
28678;Adelinda;"&quot;Noble; sweet.&quot;A compound name consisting of Adele, &quot;nobility,&quot; and Linda, &quot;pretty.&quot;";Female;Teutonic;326;04.07.2016 14:22:32;myData.biz
28679;Adelinda;Sweet or noble;Female;German;326;04.07.2016 14:22:40;myData.biz
28680;Adeline;"&quot;Woman of noble estate.&quot; Some variants and diminutives are Adaline, Adelind, Adella, Addi, Addy, Aline, Dahlina, Daline, Delina, Delly, Delyne, Edelie, and Lina.";Female;German;29000;04.07.2016 14:22:47;myData.biz
28681;Adeline;Sweet: of the nobility. Noble.;Female;German;29000;04.07.2016 14:22:55;myData.biz
28682;Adeline;Variant of Adela.;Female;French;29000;04.07.2016 14:23:03;myData.biz
28683;Adelisa;Of the nobility. Noble.;Female;French;649;04.07.2016 14:23:13;myData.biz
28684;Adelisa;Of the nobility. Noble.;Female;German;649;04.07.2016 14:23:19;myData.biz
28685;Adelise;Forerunner of Alice Of the nobility. Noble.;Female;French;145;04.07.2016 14:23:28;myData.biz
28686;Adelita;Kind or winged: Of the nobility. Noble.;Female;Spanish;3000;04.07.2016 14:23:36;myData.biz
28687;Adelita;Sweet or noble;Female;German;3000;04.07.2016 14:23:43;myData.biz
28688;Adella;Of the nobility. Noble.;Female;Spanish;5000;04.07.2016 14:23:51;myData.biz
28689;Adelle;Of the nobility. Noble.;Female;French;6000;04.07.2016 14:24:00;myData.biz
28690;Adelle;Sweet or noble;Female;German;6000;04.07.2016 14:24:07;myData.biz
28691;Adelpha;"&quot;Dear sister.&quot;Variants include Adelphe and Adelphie.";Female;Greek;96;04.07.2016 14:24:17;myData.biz
28692;Adelynn;Variant of Adela.;Female;French;316;04.07.2016 14:24:24;myData.biz
28693;Adelyte;Has good humor;Female;German;36;04.07.2016 14:24:32;myData.biz
28694;Adem;earth;Male;Turkish;395000;04.07.2016 14:24:40;myData.biz
28695;Aden;Variant of Aiden.;Male;Unknown;35000;04.07.2016 14:24:47;myData.biz
28696;Adena;"&quot;Decoration.&quot;Variants include Adene, Adina, and Adine.";Female;Hebrew;5000;04.07.2016 14:24:56;myData.biz
28697;Adena;Tender;Female;Hebrew;5000;04.07.2016 14:25:03;myData.biz
28698;Adene;Tender;Female;Hebrew;560;04.07.2016 14:25:14;myData.biz
28699;Adenne;Firey or fire. Variant of Aden and Aiden.;Female;Unknown;0;04.07.2016 14:25:19;myData.biz
28700;Adeola;rainbow;Male;Unknown;10000;04.07.2016 14:25:27;myData.biz
28701;Adeola;"Yoruba of Nigeria female name meaning &quot;crown of honor.&quot;";Female;African;10000;04.07.2016 14:25:35;myData.biz
28702;Aderet;Crown;Male;Hebrew;232;04.07.2016 14:25:44;myData.biz
28703;Aderrig;From the red ford;Male;Irish;1;04.07.2016 14:25:51;myData.biz
28704;Adetoun;"Yoruba of Nigeria female name meaning &quot;princess.&quot;";Female;African;737;04.07.2016 14:25:59;myData.biz
28705;Adette;Sweet or noble;Female;German;253;04.07.2016 14:26:09;myData.biz
28706;Adham;black;Male;Arabic;18000;04.07.2016 14:26:16;myData.biz
28707;Adhamh;Gaelic form of Adam (man of the red earth);Male;Gaelic;95;04.07.2016 14:26:26;myData.biz
28708;Adhamh;Of the earth;Male;Irish;95;04.07.2016 14:26:32;myData.biz
28709;Adhamh;Of the earth;Male;Scottish;95;04.07.2016 14:26:40;myData.biz
28710;Adharma;lawless;Male;Indian;31;04.07.2016 14:26:51;myData.biz
28711;Adhiambo;Luo of Kenya name for females born after sunset.;Female;African;1000;04.07.2016 14:26:58;myData.biz
28712;Adi;myth name (a form of Vasishtha);Male;Indian;231000;04.07.2016 14:27:04;myData.biz
28713;Adi;myth name?;Male;Romanian;231000;04.07.2016 14:27:11;myData.biz
28714;Adia;Wealthy;Female;English;7000;04.07.2016 14:27:21;myData.biz
28715;Adianna;Unknown;Female;Unknown;82;04.07.2016 14:27:29;myData.biz
28716;Adib;polite;Male;Arabian;15000;04.07.2016 14:27:38;myData.biz
28717;Adiba;"&quot;Cultured; refined; polite.&quot; Variant, Adibah, exists.";Female;Arabic;4000;04.07.2016 14:27:45;myData.biz
28718;Adiba;Polite;Female;Arabic;4000;04.07.2016 14:27:51;myData.biz
28719;Adibe;"&quot;Polite.&quot; AL-HADIYE";Female;Arabian;520;04.07.2016 14:28:01;myData.biz
28720;Adiella;"&quot;The Lord's decoration.&quot;";Female;Hebrew;134;04.07.2016 14:28:10;myData.biz
28721;Adil;Judicious;Male;Arabic;174000;04.07.2016 14:28:17;myData.biz
28722;Adila;Similar;Female;Arabic;7000;04.07.2016 14:28:25;myData.biz
28723;Adila;"similar; equal";Female;Arabic;7000;04.07.2016 14:28:31;myData.biz
28724;Adilah;"similar; equal";Female;Arabic;4000;04.07.2016 14:28:41;myData.biz
28725;Adilene;Variant of Adela.;Female;French;4000;04.07.2016 14:28:50;myData.biz
28726;Adima;"&quot;Noble; renowned.&quot; ADOLPHINA, ADOLPHINE";Female;Teutonic;1000;04.07.2016 14:28:56;myData.biz
28727;Adin;"&quot;Slender and delicate.&quot; Variants include Adina and Adeana.";Female;Hebrew;10000;04.07.2016 14:29:04;myData.biz
28728;Adin;delicate;Male;Hebrew;10000;04.07.2016 14:29:11;myData.biz
28729;Adin;Pleasure given. Adin was a biblical exile who returned to Israel from Babylon.;Male;Hebrew;10000;04.07.2016 14:29:19;myData.biz
28730;Adina;"Amharic of Ethiopia word sometimes used as a female name, meaning &quot;she has saved.&quot;";Female;African;64000;04.07.2016 14:29:28;myData.biz
28731;Adina;Slender.;Female;Hebrew;64000;04.07.2016 14:29:35;myData.biz
28732;Adinah;Slender.;Female;Hebrew;148;04.07.2016 14:29:46;myData.biz
28733;Adinam;"&quot;Tender.&quot;";Female;Hebrew;38;04.07.2016 14:29:53;myData.biz
28734;Adinam;Tender;Female;Hebrew;38;04.07.2016 14:29:59;myData.biz
28735;Adine;Tender;Female;Hebrew;1000;04.07.2016 14:30:10;myData.biz
28736;Adio;righteous;Male;Egyptian;2000;04.07.2016 14:30:16;myData.biz
28737;Adir;Noble;Male;Hebrew;5000;04.07.2016 14:30:24;myData.biz
28738;Adira;"&quot;Noble; powerful.&quot;";Female;Hebrew;7000;04.07.2016 14:30:33;myData.biz
28739;Adira;Strong.;Female;Arabic;7000;04.07.2016 14:30:39;myData.biz
28740;Adiran;from the Adriatic;Male;Basque;129;04.07.2016 14:30:51;myData.biz
28741;Adisa;"Ashanti of Ghana name meaning &quot;one who will teach us.&quot;";Male;African;5000;04.07.2016 14:30:58;myData.biz
28742;Aditi;free;Female;Indian;29000;04.07.2016 14:31:04;myData.biz
